@relation tweet_sentiment
@attribute 'Sentiment' {positive,negative}
@attribute 'tweet' string
@data
negative,'AmericanAir flight from DC to LA not to mention fix the circuit breaker in our bathrooms because this plane is as old as me'
negative,'AmericanAir what an incredibly arrogant thing to say while I sit here at OHare waiting for your incompetent airlines to refuel on a'
negative,'AmericanAir cnnbrk she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help'
negative,'AmericanAir please improve business extra flight reservation process cant book online  what century are we in 25 min on hold'
negative,'AmericanAir I tried already and I am on the waiting list for a call back 2hourwaitsucks'
negative,'AmericanAir the most stressful morning and still had to pay to check a bag LAX is a madhouse with a lot of angry customers Yikes'
negative,'AmericanAir as of now will do my best to never fly w AmericanAirlines ever again Yall have made this a day to remember'
negative,'AmericanAir 4 phone calls 2 hrs of being sent back amp'
negative,'AmericanAir Thanks for the responseTough night for all involved Our flight got Cancelled Flightled as we started taxiing down the runway'
negative,'AmericanAir what response Is our flight out of Montrose Cancelled Flightled or not'
positive,'AmericanAir thank you for responding rather quickly btw'
negative,'AmericanAir thanks for the DM rescheduling Unfortunately your operations process at LAX is chaos amp'
negative,'AmericanAir No I was told I got put on another flight and that I would get an email Still havent gotten one yet'
negative,'AmericanAir Please try it yourself  call 18004337300 and see what happens then youll understand  allrepresentativesbusy nooption'
positive,'AmericanAir Thank You CC packermama1'
negative,'AmericanAir I tried to check in but they redirect me to call in to USAirways which I also cant get into contact with'
negative,'AmericanAir flight delayed 3 times today due to flight officer 4333 from pit to ord 5 hour delay to date bademployeeproblem'
negative,'AmericanAir pt 2 and the AA reservations phone number has been less than helpful telling me to change things online when I cant'
negative,'AmericanAir yes but not with much help from you guys'
negative,'AmericanAir I understand that But 14 hours Late Flightr I still havent heard a word How can you plan your week with no zero information'
negative,'AmericanAir My reservation is on hold not me  Wish I was on hold but thats not possible with the phone issues at americanair'
negative,'AmericanAir You are having phone issues  Please fix it'
negative,'AmericanAir I cant  No one cant get to hold  You cant get past the automated reply  It hangs up on you  FRUSTRATED'
negative,'AmericanAir trying to get home is beyond complicated Its should not be this hard Students are split up and we will not fly AA ever again'
negative,'AmericanAir My boyfriend was supposed to be home Saturday but his flight from DC was Cancelled Flightled yet again Please get him home'
negative,'AmericanAir I tried that amp'
negative,'AmericanAir  answer the phones  Trying to change a reservation and havent been able to get a human to pick up in two days'
negative,'AmericanAir now because you couldnt add my ktn which I asked for numerous times and no one answers the phone I missed my flightupset'
negative,'AmericanAir flight US1562 from RIC2DFW was Cancelled Flightled yesterday amp'
negative,'AmericanAir UNAmerican Airlines just lies and poor customer services'
negative,'AmericanAir they cathaypacific cathaypacificUS cant even tell me what country they are in '
positive,'AmericanAir awesome flight this morning on AA3230 Awesome crew and even landed early'
negative,'AmericanAir yes Just sayin that was a particularly poorly handled situation'
negative,'AmericanAir I had to pay extra  cos that flight was no longer available just because it wouldnt accept my US Card for a 1 way into NYC'
negative,'AmericanAir  And AirSouthwest  had a flight from Chicago to Buffalo about an hour before our flight  do they not care about safety'
negative,'AmericanAir  So does that mean your other flights going into Buffalo from other locations you dont care about their safety'
negative,'AmericanAir Ive been in line for over half hour trying to see a representative now I might even miss the next flight too unacceptable'
negative,'AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy how do I get ahold of you'
negative,'AmericanAir youre almost as bad as united'
negative,'AmericanAir USAirways use the app you say httptcoWnY9TzsR8N'
negative,'AmericanAir there is two hour wait'
negative,'AmericanAir cant get thru to anyone on phone'
negative,'AmericanAir Ive been calling your 1800  all morning to change my name for an upcoming trip but am not able to get through Please advise'
negative,'AmericanAir dm me your email address  I will tell you my ordeal then you tell me what you think is fair'
negative,'AmericanAir I did set up notifications through AA amp'
negative,'AmericanAir how can I get travel question answered quickly Online and calling not helping with this busy day'
negative,'AmericanAir  upon entering plane to 2 USAirways stewardesses can I have some water no we dont do that please take your seat'
negative,'AmericanAir The website wont let me view my reservation due to changes made outside httptconwF2FkA8fY Im on hold now to get help'
negative,'AmericanAir USAirways outbound flight 2 hour delay bc air traffic amp'
negative,'AmericanAir record locator oaaret got email we couldnt be rebooked but got no notification flight was Cancelled Flightled'
positive,'AmericanAir Huge thanks for fixing our flights appreciate the customer service now if only i could get seats assigned me next to my wife'
negative,'AmericanAir RLDelahunty record loaaret got email we couldnt get rescheduled on another flight but dont know if flight is Cancelled Flightled'
negative,'AmericanAir its more than technical problems frustrated answerthephone '
negative,'AmericanAir Cancelled Flighted flights now Im rerouted and have over 12 hrs of travel but you will bump paying customers for non revs custserv'
negative,'AmericanAir on hold againestimated 2 hr hold'
negative,'AmericanAir Supervisor MRobinson just served a lot of attitude Cancelled Flighted my flight out of spite then put me back on on crazybitch'
negative,'AmericanAir at gate c11 Your gate agents are turning paying customers away in favor of non revs'
negative,'AmericanAir andyellwood delk lol I was sure Id wake up to more of a response than this halfthought auto tweet hope you made it out'
negative,'AmericanAir AA2334 Second week in a row delayed due to mechanical issues All the sleet outside and yet were stuck changing a tire'
positive,'AmericanAir  thanks hoping that by wed I can get back to DFW'
negative,'AmericanAir keep trying to call to change reservation and you keep hanging up on me'
negative,'AmericanAir hahahaha This is crazy Well heres to another night at the airport'
negative,'AmericanAir hoagy10 how about you stop cutting and pasting apologies and get some additional phone reps to do their jobs'
negative,'AmericanAir work would be much better with my lesson plans and music for my classes today'
negative,'AmericanAir your call system is a fucking joke'
negative,'AmericanAir You moved us onto 655pm but there is availability on 150 and 330   No answer on your phone Have young children  HELP'
negative,'AmericanAir Its our honeymoonI paid extra business I was sitting next to my bride you bumped me because of status Disgusted'
negative,'AmericanAir Deplaned for the 3rd fucking time Fuck you AA'
negative,'AmericanAir how do I redeem a travel voucher for a flight if I cant reach a travel agent by phone My hold expires in 24 hours'
negative,'AmericanAir it has been almost 4 hours and I have heard nothing yet from your reservations team What am I supposed to do'
negative,'AmericanAir you Cancelled Flightled my flight due to weather when others are flying out just fine  No compensation no resolution  Incompetent'
negative,'AmericanAir 8 hours on the phone yesterday  Really  Still doesnt pick up status on US Air flight'
negative,'AmericanAir worst experience ever VirginAmerica all the way'
negative,'AmericanAir calling at 1am to tell me my flight has been rescheduled 12 hours Late Flightr than it was supposed be to seems like a bad solution'
negative,'AmericanAir I fail to see how telling a caller that a bag may take 18 hours to get from JFK to Brooklyn is the best we can'
positive,'AmericanAir thanks to Jacqueline in CLT for cleaning up amexserve and USAirways mess Awesome service'
negative,'AmericanAir its not about the weather Its about the fact that I cant get ahold of anyone to help BUT you can tweet me back'
negative,'AmericanAir please message me for assistance  cant get through to anyone'
negative,'AmericanAir Ive witnessed a manager named Denise yell at 2 different customers with my same issue rude'
negative,'AmericanAir how comes no one has answered my calls or emails'
negative,'AmericanAir at LAX and your service reps just hand out the 800 number to call So thats not helpful'
negative,'AmericanAir Extend rtn flight to bereavement 22nd I could have change fee dropped now told noWorse day of my life badcustomerservice'
negative,'AmericanAir Ive tried ten times now last night and this morninghow many times should I try Have meetings to make tonight in ATX'
positive,'AmericanAir thanks for responding  will do'
negative,'AmericanAir  I have still not talked to anyone You guys should be prepared for these situations How is this good service I am so mad'
negative,'AmericanAir horriblecustomerservice  rudestaff  incompetentmanagers'
negative,'AmericanAir tisk tisk Rude flight attendants yet again I cant hang my suit up because I didnt buy first class Delta when will I learn'
negative,'AmericanAir that would be appreciated Just please dont send me to the same page with long form amp'
negative,'AmericanAir this is the biggest joke of customerservice Ive ever seen from a   brand httptcoXHSUUpHeZe'
negative,'AmericanAir it would be awfully nice if you could send an alert when my flight is Cancelled Flighted No text no email no love'
positive,'AmericanAir thank you so much that helps a lot'
negative,'AmericanAir I understand that but Im not even being put on hold  it says try again Late Flightr goodbye'
negative,'AmericanAir I do not need an apology I need you to fix it in a competent manner'
negative,'AmericanAir I like the call back system But thought youd like to know its not working well I received three calls but theres no audio'
negative,'AmericanAir I need to be back home tomorrow and no one is helping me Please help me rebook for a flight tomorrow'
negative,'AmericanAir Filed a PIR with an agent at Indianapolis airport Unable to pull up information online on your site Have DMed details'
negative,'AmericanAir Or u cud answer my  here 140 is plenty Inflight stealing going on right now amp'
negative,'AmericanAir Fine Would you have them call me I left a message was told it would be 2 hours for a call Havent heard anything yet'
negative,'AmericanAir my flight was Cancelled Flightled yesterday early afternoon so why did you call me at 1230am and 230am to wake me up and tell me'
positive,'AmericanAir in miami and the  agents Rachel Wong and Marisol Pimentel were very  pleasant in a world of chaos a BIG thank u'
negative,'AmericanAir I put a call back in at 1AM and still nothing at 8AM You think you might get back to me'
negative,'AmericanAir why Cancelled Flight 1605 on 625 amp'
negative,'AmericanAir I dont know who that may be I was also working from home Thanks for nothing'
negative,'AmericanAir I called the EP line and 4 hours Late Flightr I was called back  I sat on hold for over a hour to US Airways and then cut off'
negative,'AmericanAir my flight 1106 was Cancelled Flightled and I need to get back to Cleveland What are my options'
negative,'AmericanAir is there any way you could put me up in a hotel for the night If not Im having to sleep at the airport again tonight'
negative,'AmericanAir MallowFairy And how many times exactly should we call and leave our number for a call back Because that hasnt worked'
negative,'AmericanAir C2Next Would be great to get some help too Ive been trying since last night to get through'
negative,'AmericanAir Telling frustrated customers we are super busy please call back Late Flightr kthxbai and then hanging up is not the best practice'
negative,'AmericanAir But when becomes about get money from the passengers are very strict but dont have ANY feedback as a reward'
negative,'AmericanAir Not even on the bag statuswill take actions against this company is incredible how irresponsible are with the costumer'
negative,'AmericanAir Still waiting news about my bags 48hrs already happened and this company dont give to the passengers any certain information'
negative,'AmericanAir Your customer service sucks You rep should not be yelling at a caller regarding the weather in DFW  Hope you go bankrupt'
negative,'AmericanAir Phone just disconnects if you stay on the line Need to checkout of hotel in 2 hrs amp'
positive,'AmericanAir no apologies required I made it home safe thanks to you Kudos to AA'
negative,'AmericanAir requested a call back at 1am My Cancelled Flighted flight through DFW shouldnt take this long to reroute Youre Customer Service lacks'
negative,'AmericanAir will you review your systems re notification The website and telephone systems you have in place are clearly inadequate'
negative,'AmericanAir Why not sell MCE during post doorclose shuffle in same way u sell drinkssnacks People on my flight selfupgraded wo paying'
negative,'AmericanAir Not good enough No info communicated at any point  just silence for hours as we sat Oh and then seat was broken worst'
negative,'AmericanAir I cant get an operator after an hours worth of calls to Cancelled Flight a delayed flight Automated system doesnt go beyond message'
negative,'AmericanAir cannot provide us alternative flight until 36 hours Late Flightr ruining our trip Cancelled Flightled angry problems ruined'
negative,'AmericanAir Why did I have to stand at baggage claim for an hour waiting for a bag that you knew never made it on to the plane'
positive,'AmericanAir I love travel with yours planes all people is very nice its amazing Can you please follow me back I love the company'
negative,'AmericanAir Not very helpful if my flight is already Cancelled Flightled What about reFlight Booking Problems AA has my email and cell  yet no notifications'
negative,'AmericanAir now you change my gate and dont tell me What the fuck is wrong with you people Learn to do your fucken job'
negative,'AmericanAir I would purchase it if I was there by choice but you guys Cancelled Flightled my flight and have me stuck at DFW for 7 hours'
negative,'AmericanAir haha I did They said it wasnt their fault somehow You guys r a joke'
negative,'AmericanAir Stuck in Miami and one of the worst customer experiences I have ever had Will be sure to let everyone know about my time wAA'
negative,'AmericanAir MurphyJulie it took them 6 hours to call me back Then it disconnected twice  unamused  Ill never get back to work'
negative,'AmericanAir  so far all I am getting is maybe your bag will come today We dont know Website says status unknown can you help'
negative,'AmericanAir My flight 1108 was Cancelled Flightled I need to be rebooked and I cant do it online and they arent answering calls Help'
negative,'AmericanAir I filled out that whole form before receiving a poor poor response Is there no direct email address in reply'
negative,'AmericanAir Its the ABCs of PR let your customers have the most info possible Might want to go brush up on the basics'
negative,'last trip on AmericanAir  Poor customer service 3 trips in a row Delta here I come'
negative,'AmericanAir stiiiil waiting Please respond as my flight leaves in 2 12 hrs'
negative,'AmericanAir you have the worst reps at Jacksonville airport So rude and totally not helpful at all'
negative,'AmericanAir Understood Integration takes time but no excuse for poor customer service'
negative,'malhoit at least you got a response from AmericanAir via Twitter I went 0 for 2 yesterday'
negative,'AmericanAir I am called Paris office this morning again still waiting It is in Miami but apparently tag was taken off'
negative,'AmericanAir Can I get some assistance Flight Cancelled Flightled today from PHX to DFW Not that Im hating But my job is concerned'
positive,'AmericanAir would also like say kind move on adding the points '
positive,'AmericanAir ok I just received an email with my registration from your team Thanks a lot'
negative,'AmericanAir wasnt just a delay Your counter wouldnt take a valid CAC card as a valid ID which is needed for a TSA precheck on pass'
negative,'AmericanAir all right but can you give me an email to write to '
negative,'AmericanAir I called reservation at 1 am and Im still waiting for someone to call me back'
negative,'AmericanAir a confirmed flight Im so done Thanks for nothing'
positive,'AmericanAir thank you for doing the best you could to get me rebooked Agent on phone amp'
negative,'AmericanAir no email no phone call no nothing Youve screwed with my flight and my familyFriends flights You Cancelled Flighted reservations for'
negative,'AmericanAir If you care could you have someone call me to explain what is going on'
negative,'Hey AmericanAir why automated call me and then hang up at 445 am And why cant I reschedule Cancelled Flighted flights via web Come on'
negative,'AmericanAir from a service rep but that hasnt happened yet Im honestly fed up and sick of this No notice when my flight got Cancelled Flighted'
negative,'AmericanAir  help Flight to Dallas was Cancelled Flightled this morning from cle on hold for  3 hours Need to be booked on next flight out'
negative,'AmericanAir me up in a hotel tonight and expect me to now pay even more money I dont have that money I was supposed to get a call back'
negative,'AmericanAir my flight 129 to dallas and 259 to SFO has been Cancelled Flighted and they cant get me on anything else until tomorrow You wont put'
negative,'AmericanAir How is it possible that your call system can refuse callers for over twelve hours What service options does that leave'
negative,'AmericanAir I understand a bit of a wait but I called at 623 pm and didnt get a call back until just after 1100 pm thats not cool'
negative,'AmericanAir Pathetic answer Just found out my bag has been sitting at LGA for 20 hours and no call from you to lmk or delivery of bag BAD'
negative,'AmericanAir stranded in Miami because your automated system keeps hanging up on me for two days Help '
negative,'AmericanAir mwangbickler We apologize for your frustrations Michael Have you been rebooked got call back after 10 hours Bad'
negative,'AmericanAir Im trying to register since 1200dont want to be separated from my brother during the15hours flightTherere few places left'
negative,'AmericanAir trying to get thru to agent since last night bc AA changed our flight to 2 days from now Infuriating We need to get to SEA'
negative,'AmericanAir called last night after 10hrs got call back can I get a one day pass to admirals club Im going to be spending 7hrs in DFW'
negative,'AmericanAir how can I get you guys to respond to my tweets and DM Really sad feeling to be ignored'
negative,'AmericanAir I am still waiting for that call back Stranded and no one to talk to'
positive,'AmericanAir Karen Riedel is a rock star employee and a miracle worker  I really appreciated her help this morning'
negative,'AmericanAir trying to talk 2 customer service to add lap child and cant get a hold of anybody I need help'
negative,'AmericanAir this merger with USAirways usairwis a cluster of inefficiency and misinformation  When is it going to be done'
negative,'AmericanAir Kaha58 Would be nice if you could actually talk to the reserv teamit just hangs up on you and has been since last night'
negative,'AmericanAir why is there only one checkpoint open at JFK terminal 8 Ridiculous'
negative,'AmericanAir wow Flight crew shows up 15 mins before the flight No catering for AA3390 Nice Why to treat your customers'
negative,'AmericanAirIf I miss saying goodbye to my friend cause of your crappy service I swear you will never hear the end of itAmericanAirlines'
negative,'AmericanAir that is absolutely false stmt  You have a comedy of errors incl no catering etc GetYourActTogether'
negative,'AmericanAir how do I see your report team'
negative,'AmericanAir Its been 5 hours and still no call and now we are back to being hung up on by an automated system  AmericanAirlines'
negative,'AmericanAir you bet make this screw up right for once Things I need in bag for my job and you have grounded me today painandsuffering'
negative,'AmericanAir All I get is an automated system that hangs up on me I finally get a message that some will call me back in 2 hours'
negative,'AmericanAir emrey35 But it says your agents are too busy and to try back Late Flightr'
negative,'AmericanAir file locTJYCQH Bag at airport since last niteNot scheduled to get PU unt aft 8 WHY U shld b ashamed Im disgusted wu'
negative,'AmericanAir I remained on hold for 2 hrs to resolve my flight schedule amp'
negative,'AmericanAir For two days now I have been trying to reach AmericanAirlines customer service to change my flight'
negative,'AmericanAir  Death of a dear friend has me heart broken but AmericanAirlines has me heated'
negative,'AmericanAir spent hour trying to check after to use military ID for luggage then messed up boarding pass amp'
negative,'AmericanAir has no customer service via phone or in person Just a stone wall with a giant middle finger painted on it'
negative,'AmericanAir 3days and no callbag or anyone to pick up my call Held on ph til 130 am and holding again now Insanehelp'
negative,'AmericanAir way to ruin a vacation my brother has called all night and had multiple places in line only to get dead air on call back'
negative,'AmericanAir trying to change my flight and you just hang up on ppl bc call volume is high Thats a joke right'
negative,'AmericanAir thanks for reFlight Booking Problems me on a flight and then leaving my luggage in NYC Unbelievable'
positive,'AmericanAir thank you'
positive,'AmericanAir I Love American Airlines D'
negative,'AmericanAir how about a reservation phone system that actually works You know the 800 number is unreachable Callbacks are dead air'
negative,'AmericanAir  I was told my flights 2516 amp'
negative,'AmericanAir husband amp'
negative,'AmericanAir no date on when revieving our money sent a letter in post and several emails no reply very frustrated'
negative,'AmericanAir youre running 5 hours behind replying to anyone via Twitter this is beyond unacceptable Im running out of time'
negative,'AmericanAir not sure why we are being made to stand in line outside for plane that isnt ready to board when I could be sitting inside'
negative,'AmericanAir even when I did get through no one knew anything about my bag This is ridiculous I still dont have my bag from Saturday'
negative,'AmericanAir thank you Mr Parker for screwing over chairman preferred when we fly AA No firstclass option and treated like crap by staff'
negative,'AmericanAir thinks its a good cs to get everyone through the gate for flight 4275 then we wait bc plane not ready httptcorxmjWoo7Qi'
negative,'AmericanAir POOR EXPERIENCE 2day at ord chkin 8 emp w3 cust 10 waiting Asked to speak wsupervisor Told 20 min In a mtg What'
negative,'AmericanAir Have been trying to reach American Airlines since last evening to Cancelled Flight flights WORST CUSTOMER SERVICE EVER What now'
negative,'AmericanAir  cruel amp'
negative,'AmericanAir can you please help youve now rebooked me incorrectly after flight was Cancelled Flightled please fix my flt to Tuesday'
negative,'AmericanAir its now 17 days since I contacted customer relations surf fail BaggageDrama httptcoCS1673hrqQ'
positive,'AmericanAir Eventually the call got through Not sure what changed Thank you a lot though'
negative,'AmericanAir i tried all day Have been disconnected due to heavy call volume'
positive,'AmericanAir Thanks  Good to be back safely See you again soon'
negative,'AmericanAir got call saying flight Cancelled Flightled but checked online and it isnt Cancelled Flightled No where near bad weather I have job interview'
negative,'AmericanAir worstcustservice you should have contingency plans for extra workers during bad weather 4 hours hold ridiculous'
negative,'AmericanAir Please stop changing my flights for Spring Break This is the 5th time'
negative,'AmericanAir a school trip of 38 including myself had to sleep over in the airport and are all on different standby flightsThis is not good'
negative,'AmericanAir your customer service is inferior to that of a nationalized third world nations airline Get it together'
negative,'AmericanAir not only did you Cancelled Flight our flight from JFK and delay us by 29 hours youve now lost 2 of our bags Worst airline ever'
negative,'AmericanAir just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weather'
negative,'AmericanAir you delayed me for 15 hours in Chicago and still managed to lose my bag Really not happy'
negative,'AmericanAir Your rubbish at Social Media In the air two hours Late Flight but thats better than being Cancelled Flightled'
negative,'AmericanAir yes but you did manage to lose two of our bags Horrendous airline'
positive,'AmericanAir Thanks guys you got it Im heading to Milan on Wednesday so big week with the AA family '
negative,'AmericanAir 953 our  fligth Somthing to talk  about this'
negative,'AmericanAir interested in possibly changing my flight to another dayneed to see if there are any fees but your number is busy'
negative,'AmericanAir I understand you are busy but I have still gotten no answer I need to get home and you guys have not helped at all'
positive,'AmericanAir USAirways wonderful FC FA on flight 2062 pre dawn  Nice start to the day'
negative,'AmericanAir been on hold for for over two hours After waiting 2 hours earlier Cant get any info on my reservation How is that ok'
negative,'AmericanAir nickcunningham1 Except now there is no wait time the phone system just hangs up on you So continuing to hold wont help'
negative,'AmericanAir LGA already by the time we pulled from the flight QQBMUG feel free to look up how many flights weve been reticketed on'
negative,'AmericanAir loganex except if you call now youll get the same message Trust me Ive tried'
negative,'AmericanAir westjet and your rep wont do anything about my lost luggage which I never even checked with westjet because it was lost in'
negative,'AmericanAir waited in the airport for two days to get home not weather reLate Flightd Dealt with horrible customer service Finally switched to'
negative,'AmericanAir are you ignoring me on purpose It was sad enough having your automated system hang up on me '
negative,'AmericanAir who do I need to talk to to get a full refund on my trip Your call center offers no assistance'
negative,'AmericanAir why wont you find my luggage without blaming everyone else'
negative,'AmericanAir that all AA is for USAir Elite members Its one big disappointment in the way we are treated epicfailure'
negative,'AmericanAir love how you cant get an agent on the phone and the automated system hangs up on you'
negative,'AmericanAir I was just called abt my flight Cancelled Flightlation a flight that was Cancelled Flightled at 1030a Sunday Two 400a calls are not okay'
negative,'AmericanAir Thank you for the worst experience ever on an airline from me to you I hope your embarrassed as an airline Pathetic'
negative,'AmericanAir British_Airways 2 weeks ago today i arrived in miami and I still dont have my bag absolute disgrace'
negative,'AmericanAir so am I going to be homeless or do I have a place to stay tonight Can you respond to me here so I can go back to sleep'
negative,'AmericanAir at 5 am and have no clue if we have a place to stay or not'
negative,'AmericanAir but really can you DM me on here to verify if youve booked a hotel for our extra night here Kinda unsettling to get a call'
negative,'AmericanAir emeyerson ggreenwald Dont wait on a bag Go to Walmart and get what you need for tomorrow morning'
negative,'AmericanAir been calling 2 different offices already and still no sign of my baggage First time on American Air 6'
negative,'AmericanAir Cowboycerrone You apologise for HIS frustrations amp'
negative,'AmericanAir Got it worked out Had to postpone my trip and pay extra though  Not easy for a poor graduate student'
negative,'AmericanAir I dont want to waste any more of my time on your airline youve already robbed 21 hours of my day but I definitely will'
negative,'AmericanAir ive now been in France two days without changing clothes and nothing to keep me warm so please locate my bag and send it to4'
negative,'AmericanAir flight 45 JFKLAS First the catering was Late Flight the No push back crew 2hrs delay'
negative,'AmericanAir Flight Cancelled Flighted 2nd time Cant reach agent to reschedule Can you call me'
negative,'AmericanAir my two coats were in that bag so i have been in france with no coat walking around with a T shirt and one clean pair3'
negative,'AmericanAir my bag is still in Miami and cannot be located How do you loose a bag like that With a tag and everything 2'
negative,'AmericanAir So i was visiting SJU and was returning to Paris and they checked my bag at the gate in SJU i arrived in paris and nothing1'
negative,'AmericanAir speaking 2 languages paid off as the US line left me over 70 min in hold without an answer the latinamerican solved in 20min'
positive,'AmericanAir Yep was in one of my other camera memory card D'
negative,'AmericanAir is terrible my flights Cancelled Flighted and ive been on hold for the past 4 hours Never again'
negative,'AmericanAir I certainly hope my LA PBI on 25 th has a NEW plane  The seats on Feb 11 th flight  in reverse God awful'
negative,'AmericanAir 20 HS students from Ithaca NY stuck in Miami flts xld u wont rebook to get kids home use carrier alliance rulesshouldbend'
negative,'AmericanAir Hands down the worst airline to travel with Really really fucking bad'
negative,'AmericanAir is the 247 phone line open On hold for over 2 hours now Your checkin agents cannot help at the airport itself Please help'
negative,'AmericanAir what sense is it to charge for a bag service when the service isnt great Losing luggage and now missing items this is bs'
negative,'AmericanAir No it isnt   sheer incompetence was reigning at DFW today I was there On a plane on the GD runway I doubt you were'
negative,'AmericanAir still waiting on a dm response sloooowresponses'
negative,'AmericanAir robinreda that can be a stop over before Paris You are an embarrassment'
negative,'AmericanAir robinreda being stuck two days in the airport is not something pretty normal I am positive you can find a plane to Europe'
negative,'AmericanAir highly disappointed in the baggage service with this merge with USAirways you guys have lost our 1st bag and now missing items'
negative,'AmericanAir just landed  3hours Late Flight  and now we need to wait TWENTY MORE MINUTES for a gate  I have patience but none for incompetence'
negative,'AmericanAir FINALLY called me back BUT HASNT SPOKEN TO ME  Like the worst prank call EVER'
negative,'AmericanAir wait times of 2 hours to talk with an exec plt agent what is going on'
negative,'AmericanAir so the one time we upgrade to first class our luggage was open and now missing valuable items that cant be replaced upset'
negative,'AmericanAir still no reply to my email sent on 11th February Even sent an email asking for acknowledgment thats it been recieved nothing'
negative,'AmericanAir flight Cancelled Flighted Im trying to get to chicago What are me and justynmoro gonna do flyingflighttravel'
negative,'AmericanAir working over time tonight  Got delayed 2 days  In SJU  Could be worse '
negative,'AmericanAir it doesnt allow me to hold Thats the problem'
negative,'AmericanAir has to be the worst airline in the world yousuck horrible Oscars2015'
negative,'AmericanAir USAirways Add insult to injury you guys misplaced my bag '
negative,'AmericanAir My connecting flight to DFW was Cancelled Flightled and need to get to IND tomorrow Any way I can get this sorted out Been holding 1h08'
negative,'AmericanAir I would like to be reimbursed for my shuttle from Denver after 1080 diversion 6 hours sitting in plane and mech problems'
negative,'AmericanAir Please REPLY  How do you mess up my rebook TWICE'
negative,'AmericanAir Ive been on hold for 4 hrs no call bk either Family of 4 trying to get from HDN to DFW flight 1418 direct Need new info plz'
negative,'AmericanAir my flight tomorrow is Cancelled Flighted you guys just keep letting me down'
positive,'AmericanAir Thanks for the champagne  AA153 ORDNRT to celebrate my TokyoMarathon2015 finish httptcoIj4xL01tKX'
negative,'AmericanAir Im beyond confused here why would you offer an earlier flight when they Cancelled Flightled 2222 I asked for TUES please fix'
negative,'AmericanAir Im in MEX  I need to fly to New York City tomorrow My new flight on Tuesday is unacceptable Please help'
negative,'AmericanAir my moms flight tomorrow Cancelled Flighted w no notice Phone system said callback in 2 hours and its been 4 I need to go to bed'
negative,'AmericanAir I am going to keep these tweets coming till AA does somethingwhich I know is nothinghoping I go waynot likely'
negative,'AmericanAir make sure u insure your luggage as those assholes  AA take no fricken responsibilityamp'
negative,'AmericanAireveryone its been weeksamp'
negative,'AmericanAir why arent callings going thru it doesnt have me wait or anything and automated stuff is messed up'
negative,'AmericanAir we will not be flying with you or US air again The changes and Cancelled Flightations leading up to todays big finale is unacceptable'
negative,'AmericanAir thanks for your apology but its a bit Late Flight Cancelled Flighting a flight more than 24 hrs in advance due to weather is ridiculous We'
negative,'AmericanAir you Cancelled Flightled my flight tomorrow without telling me and I want to rebookplease help me book a new flight What  can I call'
negative,'AmericanAir The word failure means an act or instance of failing or proving unsuccessful'
negative,'AmericanAir Why offer automated call back option when agent is available only to call me amp'
negative,'AmericanAir  Hanging up on customers with no chance for a callback is a failure of customer service 130am EST and no one can answer 22'
negative,'AmericanAir To think that Im a Priority Member Wonder how you treat the plebes I know which rewards card Im Cancelled Flightling immediately'
negative,'AmericanAir  for the past 55 hours call volume is so high that no one can take my call to Cancelled Flight my itinerary YoureDoingItWrong 12'
negative,'AmericanAir Worst airline You Cancelled Flight flight dont let me know I wait on hold 30 mins told to enter callback for middle of the night'
negative,'AmericanAir  Did you guys just give up helping people Your phone tree just hangs up on me and I have a flight tomorrow Connection pending'
negative,'AmericanAir you called back just to put me on hold Its midnight Literally just want to know how Im getting home and Im getting no help'
negative,'AmericanAir Flight 2390 delayed 14 hours No one at AmericanAirlines counter can tell my husband that he will be on that flight Help'
negative,'AmericanAir this has happens so many times Its just upsetting to see how poorly an airline treats their customers'
negative,'AmericanAir seriously there arent any reps available to take phone calls Even for platinum'
negative,'AmericanAir overall lack of attention or foresight when managing flights'
negative,'AmericanAir now we are all stuck on the plane after landing because crew unable to figure it out'
negative,'AmericanAir Also been on hold for 30 minutes with your customer service to find out when my new flight is scheduled bc your site SUCKS'
negative,'AmericanAir Yes and without my bags 2 first class tickets to Tahiti would be nice Just saying'
negative,'AmericanAir Err 2 hour wait time for the Exec Plat line'
negative,'AmericanAir  Do I have to even say anything  Over 6 hours on hold No one has ever sucked as much as you httptcoNcrMqIBIWo'
negative,'AmericanAir  MY FLIGHT 2962 OUT OF CLL  0600 WONT LET ME CHECK IN PLEASE HELP IMPORTANTFLIGHT'
negative,'AmericanAir Your agent sent our family on 3 diff planes to dfw that were as Late Flight due to delay as the Cancelled Flighted plane that started this fail'
negative,'AmericanAir Finally got a call from AA but it was an automated voice that hung up on me I called back amp'
negative,'AmericanAir Ive been on hold ANOTHER hour and still nothing My Cancelled Flighted flight was supposed to be six hours from now Stranded'
negative,'AmericanAir wasnt offered a flight out of PHL until TUESDAY so had to ask to be booked to Houston instead of Austin'
negative,'AmericanAir I am running out of battery you have my chargersclothescoatcontact lenses need to be in mtg tom need help pathetic service'
negative,'AmericanAir Flight 4606 from MEM to DCA delayed 6 hours Now holding breath while they keep me trapped 3 hours to deice scareair'
negative,'AmericanAir stuck in airplane both on way out of PHL and again in Houston All passengers frustrated Makes me want to avoid airline'
negative,'AmericanAir bag turned up no thanks to your useless callcentre and useless website'
